*Tele EF EB theta(degree) phi(degree)
   0 27  4       34.8719     181.489
   0 27  5       34.8691     180.883
   0 27  6       34.8693     180.275
   0 27  7       34.8725     179.668
   0 27  8       34.8788     179.060
   0 27  9       34.8881     178.451
   0 27 10       34.9004     177.843
   0 27 11       34.9158     177.235
   0 27 12       34.9342     176.628
   0 27 13       34.9556     176.020
   0 27 14       34.9800     175.413
   0 27 15       35.0075     174.807
   0 27 16       35.0380     174.202
   0 27 17       35.0715     173.598
   0 27 18       35.1079     172.995
   0 27 19       35.1474     172.393
   0 27 20       35.1898     171.792
   0 27 21       35.2352     171.193
   0 27 22       35.2834     170.595
   0 27 23       35.3346     169.999
   0 27 24       35.3887     169.405
   0 27 25       35.4457     168.813
   0 27 26       35.5054     168.223
   0 27 27       35.5681     167.636
   0 27 28       35.6334     167.050
   0 27 29       35.7016     166.467
   0 27 30       35.7725     165.886
   0 27 31       35.8461     165.308
   0 28  0       35.2588     183.877
   0 28  1       35.2444     183.279
   0 28  2       35.2329     182.680
   0 28  3       35.2244     182.080
   0 28  4       35.2188     181.479
   0 28  5       35.2162     180.878
   0 28  6       35.2165     180.276
   0 28  7       35.2199     179.674
   0 28  8       35.2262     179.071
   0 28  9       35.2355     178.468
   0 28 10       35.2478     177.866
   0 28 11       35.2631     177.263
   0 28 12       35.2814     176.661
   0 28 13       35.3027     176.059
   0 28 14       35.3270     175.458
   0 28 15       35.3542     174.857
   0 28 16       35.3844     174.257
   0 28 17       35.4176     173.658
   0 28 18       35.4537     173.060
   0 28 19       35.4928     172.464
   0 28 20       35.5348     171.868
   0 28 21       35.5797     171.274
   0 28 22       35.6275     170.682
   0 28 23       35.6781     170.091
   0 28 24       35.7316     169.502
   0 28 25       35.7880     168.915
   0 28 26       35.8471     168.330
   0 28 27       35.9090     167.747
   0 28 28       35.9737     167.166
   0 28 29       36.0411     166.588
   0 28 30       36.1112     166.012
   0 28 31       36.1840     165.439
   0 29  0       35.6043     183.845
   0 29  1       35.5902     183.253
   0 29  2       35.5790     182.659
   0 29  3       35.5708     182.064
   0 29  4       35.5654     181.469
   0 29  5       35.5630     180.873
   0 29  6       35.5635     180.277
   0 29  7       35.5669     179.680
   0 29  8       35.5733     179.083
   0 29  9       35.5826     178.485
   0 29 10       35.5949     177.888
   0 29 11       35.6102     177.291
   0 29 12       35.6284     176.694
   0 29 13       35.6495     176.097
   0 29 14       35.6736     175.501
   0 29 15       35.7006     174.906
   0 29 16       35.7306     174.311
   0 29 17       35.7635     173.718
   0 29 18       35.7993     173.125
   0 29 19       35.8379     172.533
   0 29 20       35.8795     171.943
   0 29 21       35.9240     171.354
   0 29 22       35.9713     170.767
   0 29 23       36.0214     170.181
   0 29 24       36.0743     169.597
   0 29 25       36.1301     169.015
   0 29 26       36.1886     168.435
   0 29 27       36.2498     167.857
   0 29 28       36.3138     167.281
   0 29 29       36.3805     166.707
   0 29 30       36.4498     166.136
   0 29 31       36.5218     165.567
   0 30  0       35.9494     183.815
   0 30  1       35.9357     183.227
   0 30  2       35.9248     182.639
   0 30  3       35.9168     182.049
   0 30  4       35.9117     181.459
   0 30  5       35.9094     180.868
   0 30  6       35.9101     180.277
   0 30  7       35.9136     179.686
   0 30  8       35.9201     179.094
   0 30  9       35.9294     178.502
   0 30 10       35.9417     177.910
   0 30 11       35.9569     177.318
   0 30 12       35.9750     176.726
   0 30 13       35.9960     176.135
   0 30 14       36.0199     175.544
   0 30 15       36.0468     174.954
   0 30 16       36.0765     174.364
   0 30 17       36.1090     173.776
   0 30 18       36.1445     173.188
   0 30 19       36.1828     172.602
   0 30 20       36.2240     172.017
   0 30 21       36.2680     171.433
   0 30 22       36.3148     170.850
   0 30 23       36.3644     170.270
   0 30 24       36.4168     169.690
   0 30 25       36.4719     169.113
   0 30 26       36.5298     168.538
   0 30 27       36.5904     167.964
   0 30 28       36.6537     167.393
   0 30 29       36.7196     166.824
   0 30 30       36.7882     166.257
   0 30 31       36.8594     165.693
   0 31  0       36.2943     183.784
   0 31  1       36.2809     183.202
   0 31  2       36.2703     182.619
   0 31  3       36.2625     182.034
   0 31  4       36.2576     181.449
   0 31  5       36.2556     180.864
   0 31  6       36.2563     180.278
   0 31  7       36.2600     179.691
   0 31  8       36.2665     179.105
   0 31  9       36.2759     178.518
   0 31 10       36.2882     177.931
   0 31 11       36.3033     177.344
   0 31 12       36.3213     176.758
   0 31 13       36.3422     176.172
   0 31 14       36.3660     175.586
   0 31 15       36.3926     175.001
   0 31 16       36.4220     174.417
   0 31 17       36.4543     173.833
   0 31 18       36.4895     173.251
   0 31 19       36.5274     172.669
   0 31 20       36.5682     172.089
   0 31 21       36.6117     171.510
   0 31 22       36.6581     170.933
   0 31 23       36.7072     170.357
   0 31 24       36.7590     169.782
   0 31 25       36.8136     169.210
   0 31 26       36.8708     168.639
   0 31 27       36.9307     168.070
   0 31 28       36.9933     167.504
   0 31 29       37.0585     166.939
   0 31 30       37.1264     166.377
   0 31 31       37.1968     165.817
   1  0  0       29.4697     213.661
   1  0  1       29.3072     213.045
   1  0  2       29.1473     212.422
   1  0  3       28.9903     211.792
   1  0  4       28.8360     211.156
   1  0  5       28.6845     210.513
   1  0  6       28.5361     209.863
   1  0  7       28.3906     209.206
   1  0  8       28.2482     208.542
   1  0  9       28.1089     207.872
   1  0 10       27.9728     207.196
   1  0 11       27.8400     206.513
   1  0 12       27.7106     205.824
   1  0 13       27.5845     205.128
   1  0 14       27.4619     204.427
   1  0 15       27.3428     203.720
   1  0 16       27.2272     203.007
   1  0 17       27.1153     202.288
   1  0 18       27.0071     201.564
   1  0 19       26.9026     200.835
   1  0 20       26.8018     200.101
   1  0 21       26.7049     199.361
   1  0 22       26.6119     198.617
   1  0 23       26.5228     197.869
   1  0 24       26.4377     197.116
   1  0 25       26.3566     196.360
   1  0 26       26.2795     195.599
   1  0 27       26.2065     194.835
   1  0 28       26.1376     194.067
   1  0 29       26.0728     193.297
   1  0 30       26.0122     192.524
   1  0 31       25.9558     191.748
   1  1  0       29.7733     213.337
   1  1  1       29.6124     212.725
   1  1  2       29.4541     212.106
   1  1  3       29.2986     211.480
   1  1  4       29.1458     210.848
   1  1  5       28.9959     210.209
   1  1  6       28.8489     209.563
   1  1  7       28.7049     208.911
   1  1  8       28.5639     208.252
   1  1  9       28.4261     207.587
   1  1 10       28.2914     206.916
   1  1 11       28.1600     206.239
   1  1 12       28.0319     205.555
   1  1 13       27.9071     204.866
   1  1 14       27.7857     204.170
   1  1 15       27.6679     203.469
   1  1 16       27.5535     202.763
   1  1 17       27.4428     202.051
   1  1 18       27.3357     201.333
   1  1 19       27.2323     200.611
   1  1 20       27.1326     199.884
   1  1 21       27.0367     199.152
   1  1 22       26.9447     198.415
   1  1 23       26.8565     197.674
   1  1 24       26.7723     196.930
   1  1 25       26.6920     196.181
   1  1 26       26.6157     195.428
   1  1 27       26.5434     194.672
   1  1 28       26.4752     193.913
   1  1 29       26.4110     193.151
   1  1 30       26.3510     192.386
   1  1 31       26.2951     191.619
   1  2  0       30.0781     213.019
   1  2  1       29.9188     212.410
   1  2  2       29.7620     211.795
   1  2  3       29.6080     211.173
   1  2  4       29.4567     210.545
   1  2  5       29.3083     209.910
   1  2  6       29.1628     209.269
   1  2  7       29.0202     208.622
   1  2  8       28.8807     207.968
   1  2  9       28.7442     207.308
   1  2 10       28.6109     206.642
   1  2 11       28.4809     205.970
   1  2 12       28.3540     205.292
   1  2 13       28.2306     204.608
   1  2 14       28.1105     203.919
   1  2 15       27.9938     203.224
   1  2 16       27.8807     202.524
   1  2 17       27.7711     201.818
   1  2 18       27.6651     201.107
   1  2 19       27.5627     200.392
   1  2 20       27.4641     199.672
   1  2 21       27.3692     198.947
   1  2 22       27.2781     198.218
   1  2 23       27.1909     197.484
   1  2 24       27.1075     196.747
   1  2 25       27.0280     196.006
   1  2 26       26.9524     195.261
   1  2 27       26.8809     194.513
   1  2 28       26.8133     193.762
   1  2 29       26.7497     193.008
   1  2 30       26.6903     192.252
   1  2 31       26.6348     191.493
   1  3  0       30.3840     212.706
   1  3  1       30.2262     212.101
   1  3  2       30.0710     211.490
   1  3  3       29.9184     210.872
   1  3  4       29.7687     210.248
   1  3  5       29.6217     209.617
   1  3  6       29.4776     208.981
   1  3  7       29.3365     208.338
   1  3  8       29.1984     207.689
   1  3  9       29.0633     207.034
   1  3 10       28.9313     206.373
   1  3 11       28.8026     205.706
   1  3 12       28.6771     205.034
   1  3 13       28.5548     204.356
   1  3 14       28.4360     203.672
   1  3 15       28.3205     202.983
   1  3 16       28.2086     202.289
   1  3 17       28.1001     201.590
   1  3 18       27.9952     200.886
   1  3 19       27.8939     200.177
   1  3 20       27.7963     199.464
   1  3 21       27.7024     198.746
   1  3 22       27.6122     198.024
   1  3 23       27.5258     197.298
   1  3 24       27.4432     196.568
   1  3 25       27.3645     195.834
   1  3 26       27.2897     195.097
   1  3 27       27.2188     194.357
   1  3 28       27.1519     193.614
   1  3 29       27.0890     192.869
   1  3 30       27.0300     192.120
   1  3 31       26.9751     191.370
   1  4  0       30.6909     212.399
   1  4  1       30.5346     211.798
   1  4  2       30.3809     211.190
   1  4  3       30.2299     210.576
   1  4  4       30.0816     209.956
   1  4  5       29.9361     209.330
   1  4  6       29.7934     208.698
   1  4  7       29.6537     208.059
   1  4  8       29.5169     207.415
   1  4  9       29.3832     206.765
   1  4 10       29.2526     206.109
   1  4 11       29.1251     205.448
   1  4 12       29.0009     204.781
   1  4 13       28.8799     204.108
   1  4 14       28.7623     203.431
   1  4 15       28.6480     202.748
   1  4 16       28.5372     202.060
   1  4 17       28.4298     201.367
   1  4 18       28.3260     200.669
   1  4 19       28.2257     199.967
   1  4 20       28.1291     199.260
   1  4 21       28.0361     198.549
   1  4 22       27.9468     197.834
   1  4 23       27.8613     197.115
   1  4 24       27.7796     196.393
   1  4 25       27.7016     195.667
   1  4 26       27.6276     194.937
   1  4 27       27.5574     194.205
   1  4 28       27.4911     193.470
   1  4 29       27.4287     192.732
   1  4 30       27.3702     191.992
   1  4 31       27.3158     191.249
   1  5  0       30.9988     212.097
   1  5  1       30.8440     211.499
   1  5  2       30.6918     210.895
   1  5  3       30.5422     210.285
   1  5  4       30.3954     209.669
   1  5  5       30.2513     209.047
   1  5  6       30.1101     208.420
   1  5  7       29.9717     207.786
   1  5  8       29.8363     207.146
   1  5  9       29.7040     206.501
   1  5 10       29.5746     205.851
   1  5 11       29.4485     205.194
   1  5 12       29.3255     204.533
   1  5 13       29.2057     203.866
   1  5 14       29.0893     203.194
   1  5 15       28.9762     202.517
   1  5 16       28.8665     201.835
   1  5 17       28.7602     201.148
   1  5 18       28.6574     200.457
   1  5 19       28.5582     199.761
   1  5 20       28.4625     199.061
   1  5 21       28.3704     198.357
   1  5 22       28.2821     197.649
   1  5 23       28.1974     196.937
   1  5 24       28.1164     196.222
   1  5 25       28.0393     195.503
   1  5 26       27.9659     194.781
   1  5 27       27.8963     194.056
   1  5 28       27.8306     193.328
   1  5 29       27.7688     192.598
   1  5 30       27.7109     191.866
   1  5 31       27.6569     191.132
