*Tele EF EB theta(degree) phi(degree)
   7  2 29       53.2443     222.792
   7  2 30       53.0986     222.402
   7  2 31       52.9543     222.011
   7  3  0       58.2793     233.277
   7  3  1       58.1031     232.931
   7  3  2       57.9277     232.584
   7  3  3       57.7530     232.235
   7  3  4       57.5792     231.884
   7  3  5       57.4061     231.532
   7  3  6       57.2338     231.178
   7  3  7       57.0624     230.822
   7  3  8       56.8918     230.465
   7  3  9       56.7222     230.106
   7  3 10       56.5535     229.745
   7  3 11       56.3857     229.382
   7  3 12       56.2189     229.019
   7  3 13       56.0531     228.653
   7  3 14       55.8883     228.286
   7  3 15       55.7246     227.917
   7  3 16       55.5619     227.547
   7  3 17       55.4004     227.175
   7  3 18       55.2399     226.802
   7  3 19       55.0806     226.428
   7  3 20       54.9225     226.052
   7  3 21       54.7655     225.674
   7  3 22       54.6098     225.296
   7  3 23       54.4553     224.915
   7  3 24       54.3020     224.534
   7  3 25       54.1500     224.151
   7  3 26       53.9993     223.767
   7  3 27       53.8499     223.382
   7  3 28       53.7019     222.995
   7  3 29       53.5552     222.608
   7  3 30       53.4099     222.219
   7  3 31       53.2659     221.829
   7  4  0       58.5750     233.072
   7  4  1       58.3996     232.727
   7  4  2       58.2248     232.381
   7  4  3       58.0508     232.032
   7  4  4       57.8775     231.682
   7  4  5       57.7050     231.330
   7  4  6       57.5334     230.976
   7  4  7       57.3626     230.621
   7  4  8       57.1927     230.264
   7  4  9       57.0236     229.906
   7  4 10       56.8555     229.546
   7  4 11       56.6883     229.184
   7  4 12       56.5221     228.821
   7  4 13       56.3568     228.456
   7  4 14       56.1926     228.089
   7  4 15       56.0294     227.722
   7  4 16       55.8673     227.352
   7  4 17       55.7063     226.981
   7  4 18       55.5463     226.609
   7  4 19       55.3875     226.235
   7  4 20       55.2299     225.860
   7  4 21       55.0734     225.484
   7  4 22       54.9182     225.106
   7  4 23       54.7641     224.727
   7  4 24       54.6113     224.346
   7  4 25       54.4598     223.964
   7  4 26       54.3095     223.581
   7  4 27       54.1606     223.197
   7  4 28       54.0129     222.812
   7  4 29       53.8666     222.425
   7  4 30       53.7217     222.037
   7  4 31       53.5782     221.649
   7  5  0       58.8714     232.869
   7  5  1       58.6966     232.524
   7  5  2       58.5225     232.178
   7  5  3       58.3491     231.830
   7  5  4       58.1765     231.480
   7  5  5       58.0046     231.129
   7  5  6       57.8336     230.776
   7  5  7       57.6634     230.421
   7  5  8       57.4941     230.065
   7  5  9       57.3256     229.707
   7  5 10       57.1581     229.348
   7  5 11       56.9915     228.987
   7  5 12       56.8258     228.624
   7  5 13       56.6612     228.260
   7  5 14       56.4975     227.894
   7  5 15       56.3349     227.527
   7  5 16       56.1733     227.159
   7  5 17       56.0128     226.788
   7  5 18       55.8534     226.417
   7  5 19       55.6951     226.044
   7  5 20       55.5379     225.670
   7  5 21       55.3820     225.294
   7  5 22       55.2272     224.917
   7  5 23       55.0736     224.539
   7  5 24       54.9212     224.159
   7  5 25       54.7701     223.779
   7  5 26       54.6203     223.397
   7  5 27       54.4718     223.013
   7  5 28       54.3246     222.629
   7  5 29       54.1787     222.244
   7  5 30       54.0341     221.857
   7  5 31       53.8910     221.469
   7  6  0       59.1683     232.667
   7  6  1       58.9942     232.323
   7  6  2       58.8207     231.977
   7  6  3       58.6480     231.629
   7  6  4       58.4760     231.280
   7  6  5       58.3048     230.929
   7  6  6       58.1344     230.577
   7  6  7       57.9648     230.223
   7  6  8       57.7961     229.867
   7  6  9       57.6282     229.510
   7  6 10       57.4612     229.151
   7  6 11       57.2952     228.790
   7  6 12       57.1301     228.429
   7  6 13       56.9660     228.065
   7  6 14       56.8029     227.700
   7  6 15       56.6408     227.334
   7  6 16       56.4798     226.966
   7  6 17       56.3198     226.597
   7  6 18       56.1609     226.226
   7  6 19       56.0031     225.854
   7  6 20       55.8465     225.481
   7  6 21       55.6910     225.106
   7  6 22       55.5367     224.730
   7  6 23       55.3836     224.353
   7  6 24       55.2317     223.974
   7  6 25       55.0810     223.594
   7  6 26       54.9317     223.213
   7  6 27       54.7835     222.831
   7  6 28       54.6367     222.448
   7  6 29       54.4912     222.063
   7  6 30       54.3471     221.678
   7  6 31       54.2043     221.291
   7  7  0       59.4658     232.466
   7  7  1       59.2923     232.122
   7  7  2       59.1195     231.777
   7  7  3       58.9474     231.430
   7  7  4       58.7760     231.081
   7  7  5       58.6054     230.731
   7  7  6       58.4357     230.379
   7  7  7       58.2667     230.025
   7  7  8       58.0986     229.670
   7  7  9       57.9313     229.313
   7  7 10       57.7650     228.955
   7  7 11       57.5995     228.596
   7  7 12       57.4350     228.234
   7  7 13       57.2715     227.872
   7  7 14       57.1089     227.507
   7  7 15       56.9474     227.142
   7  7 16       56.7868     226.775
   7  7 17       56.6274     226.406
   7  7 18       56.4690     226.037
   7  7 19       56.3117     225.665
   7  7 20       56.1556     225.293
   7  7 21       56.0006     224.919
   7  7 22       55.8468     224.544
   7  7 23       55.6941     224.168
   7  7 24       55.5427     223.790
   7  7 25       55.3925     223.411
   7  7 26       55.2435     223.031
   7  7 27       55.0958     222.650
   7  7 28       54.9494     222.268
   7  7 29       54.8043     221.885
   7  7 30       54.6605     221.500
   7  7 31       54.5181     221.115
   7  8  0       59.7638     232.266
   7  8  1       59.5909     231.922
   7  8  2       59.4187     231.578
   7  8  3       59.2473     231.231
   7  8  4       59.0766     230.883
   7  8  5       58.9066     230.533
   7  8  6       58.7375     230.182
   7  8  7       58.5691     229.829
   7  8  8       58.4016     229.474
   7  8  9       58.2349     229.118
   7  8 10       58.0692     228.761
   7  8 11       57.9043     228.402
   7  8 12       57.7404     228.041
   7  8 13       57.5774     227.679
   7  8 14       57.4154     227.316
   7  8 15       57.2544     226.951
   7  8 16       57.0944     226.585
   7  8 17       56.9355     226.217
   7  8 18       56.7776     225.848
   7  8 19       56.6208     225.478
   7  8 20       56.4652     225.106
   7  8 21       56.3107     224.733
   7  8 22       56.1573     224.359
   7  8 23       56.0051     223.984
   7  8 24       55.8541     223.607
   7  8 25       55.7044     223.229
   7  8 26       55.5558     222.850
   7  8 27       55.4085     222.470
   7  8 28       55.2625     222.089
   7  8 29       55.1178     221.707
   7  8 30       54.9745     221.324
   7  8 31       54.8324     220.939
   7  9  0       60.0622     232.067
   7  9  1       59.8900     231.724
   7  9  2       59.7185     231.380
   7  9  3       59.5477     231.034
   7  9  4       59.3776     230.686
   7  9  5       59.2083     230.337
   7  9  6       59.0398     229.986
   7  9  7       58.8720     229.634
   7  9  8       58.7051     229.280
   7  9  9       58.5391     228.924
   7  9 10       58.3739     228.567
   7  9 11       58.2096     228.209
   7  9 12       58.0462     227.849
   7  9 13       57.8838     227.488
   7  9 14       57.7223     227.125
   7  9 15       57.5619     226.761
   7  9 16       57.4024     226.396
   7  9 17       57.2440     226.029
   7  9 18       57.0867     225.661
   7  9 19       56.9304     225.291
   7  9 20       56.7752     224.921
   7  9 21       56.6212     224.549
   7  9 22       56.4683     224.175
   7  9 23       56.3166     223.801
   7  9 24       56.1660     223.425
   7  9 25       56.0167     223.049
   7  9 26       55.8686     222.671
   7  9 27       55.7217     222.292
   7  9 28       55.5761     221.912
   7  9 29       55.4318     221.530
   7  9 30       55.2888     221.148
   7  9 31       55.1471     220.765
   7 10  0       60.3611     231.869
   7 10  1       60.1896     231.527
   7 10  2       60.0187     231.183
   7 10  3       59.8486     230.837
   7 10  4       59.6791     230.490
   7 10  5       59.5104     230.141
   7 10  6       59.3425     229.791
   7 10  7       59.1754     229.439
   7 10  8       59.0091     229.086
   7 10  9       58.8436     228.732
   7 10 10       58.6790     228.375
   7 10 11       58.5153     228.018
   7 10 12       58.3525     227.659
   7 10 13       58.1907     227.298
   7 10 14       58.0298     226.936
   7 10 15       57.8698     226.573
   7 10 16       57.7109     226.208
   7 10 17       57.5530     225.842
   7 10 18       57.3962     225.475
   7 10 19       57.2404     225.106
   7 10 20       57.0858     224.736
   7 10 21       56.9322     224.365
   7 10 22       56.7798     223.993
   7 10 23       56.6285     223.620
   7 10 24       56.4784     223.245
   7 10 25       56.3295     222.869
   7 10 26       56.1818     222.492
   7 10 27       56.0354     222.114
   7 10 28       55.8902     221.735
   7 10 29       55.7463     221.355
   7 10 30       55.6036     220.974
   7 10 31       55.4623     220.592
   7 11  0       60.6605     231.672
   7 11  1       60.4896     231.330
   7 11  2       60.3194     230.987
   7 11  3       60.1499     230.642
   7 11  4       59.9811     230.295
   7 11  5       59.8130     229.947
   7 11  6       59.6457     229.598
   7 11  7       59.4792     229.247
   7 11  8       59.3135     228.894
   7 11  9       59.1486     228.540
   7 11 10       58.9846     228.184
   7 11 11       58.8215     227.827
   7 11 12       58.6592     227.469
   7 11 13       58.4979     227.109
   7 11 14       58.3376     226.748
   7 11 15       58.1782     226.386
   7 11 16       58.0198     226.022
   7 11 17       57.8625     225.657
   7 11 18       57.7061     225.290
   7 11 19       57.5509     224.922
   7 11 20       57.3967     224.553
   7 11 21       57.2436     224.183
   7 11 22       57.0916     223.812
   7 11 23       56.9408     223.439
   7 11 24       56.7912     223.066
   7 11 25       56.6427     222.691
   7 11 26       56.4954     222.315
   7 11 27       56.3494     221.938
   7 11 28       56.2046     221.560
   7 11 29       56.0611     221.181
   7 11 30       55.9188     220.801
   7 11 31       55.7778     220.421
   7 12  0       60.9602     231.476
   7 12  1       60.7900     231.135
   7 12  2       60.6204     230.792
   7 12  3       60.4516     230.448
   7 12  4       60.2834     230.102
   7 12  5       60.1160     229.754
   7 12  6       59.9493     229.405
   7 12  7       59.7834     229.055
   7 12  8       59.6183     228.703
   7 12  9       59.4540     228.349
   7 12 10       59.2906     227.994
   7 12 11       59.1280     227.638
   7 12 12       58.9664     227.281
   7 12 13       58.8056     226.922
   7 12 14       58.6458     226.561
   7 12 15       58.4870     226.199
   7 12 16       58.3291     225.836
   7 12 17       58.1723     225.472
   7 12 18       58.0165     225.107
   7 12 19       57.8617     224.740
   7 12 20       57.7080     224.372
   7 12 21       57.5554     224.002
   7 12 22       57.4039     223.632
   7 12 23       57.2535     223.260
   7 12 24       57.1043     222.888
   7 12 25       56.9563     222.514
   7 12 26       56.8094     222.139
   7 12 27       56.6638     221.763
   7 12 28       56.5194     221.386
   7 12 29       56.3762     221.009
   7 12 30       56.2343     220.630
   7 12 31       56.0937     220.250
   7 13  0       61.2603     231.282
   7 13  1       61.0908     230.941
   7 13  2       60.9219     230.599
   7 13  3       60.7537     230.255
   7 13  4       60.5861     229.909
   7 13  5       60.4193     229.562
   7 13  6       60.2533     229.214
   7 13  7       60.0880     228.864
   7 13  8       59.9235     228.513
   7 13  9       59.7598     228.160
   7 13 10       59.5969     227.806
   7 13 11       59.4350     227.450
   7 13 12       59.2739     227.093
   7 13 13       59.1137     226.735
   7 13 14       58.9544     226.375
   7 13 15       58.7961     226.014
   7 13 16       58.6388     225.652
   7 13 17       58.4825     225.289
   7 13 18       58.3271     224.924
   7 13 19       58.1729     224.558
   7 13 20       58.0196     224.191
   7 13 21       57.8675     223.823
   7 13 22       57.7165     223.453
   7 13 23       57.5666     223.083
   7 13 24       57.4178     222.711
   7 13 25       57.2702     222.338
   7 13 26       57.1238     221.964
   7 13 27       56.9785     221.590
   7 13 28       56.8345     221.214
   7 13 29       56.6918     220.837
   7 13 30       56.5502     220.459
   7 13 31       56.4100     220.081
   7 14  0       61.5608     231.088
   7 14  1       61.3919     230.748
   7 14  2       61.2237     230.406
   7 14  3       61.0561     230.063
   7 14  4       60.8892     229.718
   7 14  5       60.7230     229.371
   7 14  6       60.5576     229.024
   7 14  7       60.3929     228.674
   7 14  8       60.2290     228.324
   7 14  9       60.0659     227.972
   7 14 10       59.9036     227.618
   7 14 11       59.7422     227.263
   7 14 12       59.5817     226.907
   7 14 13       59.4221     226.550
   7 14 14       59.2634     226.191
   7 14 15       59.1056     225.831
   7 14 16       58.9488     225.469
   7 14 17       58.7930     225.107
   7 14 18       58.6382     224.743
   7 14 19       58.4844     224.378
   7 14 20       58.3316     224.012
   7 14 21       58.1800     223.644
   7 14 22       58.0294     223.276
   7 14 23       57.8800     222.906
   7 14 24       57.7316     222.535
   7 14 25       57.5844     222.164
   7 14 26       57.4384     221.791
   7 14 27       57.2936     221.417
   7 14 28       57.1500     221.042
   7 14 29       57.0076     220.667
   7 14 30       56.8664     220.290
   7 14 31       56.7265     219.913
   7 15  0       61.8616     230.896
   7 15  1       61.6934     230.556
   7 15  2       61.5258     230.215
   7 15  3       61.3589     229.872
   7 15  4       61.1926     229.528
   7 15  5       61.0270     229.182
   7 15  6       60.8622     228.835
   7 15  7       60.6981     228.486
   7 15  8       60.5348     228.136
   7 15  9       60.3723     227.785
   7 15 10       60.2107     227.432
   7 15 11       60.0498     227.078
   7 15 12       59.8899     226.722
   7 15 13       59.7308     226.365
   7 15 14       59.5726     226.007
   7 15 15       59.4154     225.648
   7 15 16       59.2591     225.288
   7 15 17       59.1038     224.926
   7 15 18       58.9495     224.563
   7 15 19       58.7962     224.199
   7 15 20       58.6440     223.833
   7 15 21       58.4928     223.467
   7 15 22       58.3427     223.099
   7 15 23       58.1936     222.731
   7 15 24       58.0457     222.361
   7 15 25       57.8990     221.990
   7 15 26       57.7534     221.618
   7 15 27       57.6090     221.246
   7 15 28       57.4657     220.872
   7 15 29       57.3237     220.498
   7 15 30       57.1829     220.122
   7 15 31       57.0434     219.746
   7 16  0       62.1627     230.704
   7 16  1       61.9952     230.365
   7 16  2       61.8282     230.024
   7 16  3       61.6619     229.682
   7 16  4       61.4963     229.338
   7 16  5       61.3314     228.993
   7 16  6       61.1671     228.647
   7 16  7       61.0037     228.299
   7 16  8       60.8410     227.949
   7 16  9       60.6791     227.599
   7 16 10       60.5180     227.246
   7 16 11       60.3577     226.893
   7 16 12       60.1983     226.538
   7 16 13       60.0398     226.182
   7 16 14       59.8822     225.825
   7 16 15       59.7255     225.467
   7 16 16       59.5697     225.107
   7 16 17       59.4149     224.746
   7 16 18       59.2611     224.384
   7 16 19       59.1083     224.021
   7 16 20       58.9565     223.656
   7 16 21       58.8058     223.291
   7 16 22       58.6562     222.924
   7 16 23       58.5076     222.556
   7 16 24       58.3601     222.188
   7 16 25       58.2138     221.818
   7 16 26       58.0686     221.447
   7 16 27       57.9246     221.076
   7 16 28       57.7817     220.703
   7 16 29       57.6401     220.330
   7 16 30       57.4997     219.955
   7 16 31       57.3605     219.580
   7 17  0       62.4641     230.514
   7 17  1       62.2972     230.175
   7 17  2       62.1309     229.835
   7 17  3       61.9652     229.493
   7 17  4       61.8002     229.150
   7 17  5       61.6359     228.806
   7 17  6       61.4723     228.460
   7 17  7       61.3095     228.112
   7 17  8       61.1474     227.764
   7 17  9       60.9861     227.414
   7 17 10       60.8256     227.062
   7 17 11       60.6659     226.710
   7 17 12       60.5070     226.356
   7 17 13       60.3491     226.000
   7 17 14       60.1920     225.644
   7 17 15       60.0358     225.286
   7 17 16       59.8806     224.927
   7 17 17       59.7263     224.567
   7 17 18       59.5730     224.206
   7 17 19       59.4207     223.844
   7 17 20       59.2694     223.480
   7 17 21       59.1191     223.116
   7 17 22       58.9699     222.750
   7 17 23       58.8218     222.383
   7 17 24       58.6748     222.015
   7 17 25       58.5289     221.647
   7 17 26       58.3841     221.277
   7 17 27       58.2404     220.907
   7 17 28       58.0980     220.535
   7 17 29       57.9567     220.163
   7 17 30       57.8166     219.789
   7 17 31       57.6778     219.415
   7 18  0       62.7657     230.325
   7 18  1       62.5995     229.986
   7 18  2       62.4338     229.647
   7 18  3       62.2688     229.306
   7 18  4       62.1044     228.963
   7 18  5       61.9408     228.619
   7 18  6       61.7778     228.274
   7 18  7       61.6155     227.927
   7 18  8       61.4540     227.579
   7 18  9       61.2933     227.230
   7 18 10       61.1334     226.879
   7 18 11       60.9743     226.527
   7 18 12       60.8160     226.174
   7 18 13       60.6586     225.820
   7 18 14       60.5020     225.464
   7 18 15       60.3464     225.107
   7 18 16       60.1917     224.749
   7 18 17       60.0379     224.390
   7 18 18       59.8851     224.029
   7 18 19       59.7332     223.668
   7 18 20       59.5824     223.305
   7 18 21       59.4326     222.942
   7 18 22       59.2839     222.577
   7 18 23       59.1362     222.211
   7 18 24       58.9896     221.845
   7 18 25       58.8441     221.477
   7 18 26       58.6997     221.108
   7 18 27       58.5565     220.739
   7 18 28       58.4144     220.368
   7 18 29       58.2735     219.997
   7 18 30       58.1338     219.625
   7 18 31       57.9953     219.252
   7 19  0       63.0676     230.136
   7 19  1       62.9020     229.799
   7 19  2       62.7370     229.460
   7 19  3       62.5726     229.119
   7 19  4       62.4089     228.777
   7 19  5       62.2458     228.434
   7 19  6       62.0835     228.089
   7 19  7       61.9218     227.743
   7 19  8       61.7609     227.396
   7 19  9       61.6008     227.047
   7 19 10       61.4414     226.697
   7 19 11       61.2829     226.346
   7 19 12       61.1251     225.994
   7 19 13       60.9683     225.640
   7 19 14       60.8123     225.285
   7 19 15       60.6571     224.929
   7 19 16       60.5029     224.572
   7 19 17       60.3497     224.213
   7 19 18       60.1974     223.854
   7 19 19       60.0460     223.493
   7 19 20       59.8957     223.132
   7 19 21       59.7464     222.769
   7 19 22       59.5981     222.405
   7 19 23       59.4508     222.040
   7 19 24       59.3046     221.675
   7 19 25       59.1596     221.308
   7 19 26       59.0156     220.940
   7 19 27       58.8727     220.572
   7 19 28       58.7310     220.203
   7 19 29       58.5905     219.833
   7 19 30       58.4511     219.462
   7 19 31       58.3130     219.090
   7 20  0       63.3696     229.949
   7 20  1       63.2047     229.612
   7 20  2       63.0403     229.273
   7 20  3       62.8766     228.933
   7 20  4       62.7135     228.592
   7 20  5       62.5510     228.249
   7 20  6       62.3893     227.905
   7 20  7       62.2283     227.560
   7 20  8       62.0680     227.213
   7 20  9       61.9084     226.865
   7 20 10       61.7496     226.516
   7 20 11       61.5916     226.166
   7 20 12       61.4345     225.814
   7 20 13       61.2781     225.461
   7 20 14       61.1227     225.107
   7 20 15       60.9681     224.752
   7 20 16       60.8144     224.396
   7 20 17       60.6616     224.038
   7 20 18       60.5098     223.679
   7 20 19       60.3590     223.320
   7 20 20       60.2091     222.959
   7 20 21       60.0602     222.597
   7 20 22       59.9124     222.234
   7 20 23       59.7656     221.871
   7 20 24       59.6198     221.506
   7 20 25       59.4752     221.140
   7 20 26       59.3316     220.774
   7 20 27       59.1891     220.406
   7 20 28       59.0478     220.038
   7 20 29       58.9076     219.669
   7 20 30       58.7686     219.299
   7 20 31       58.6308     218.929
   7 21  0       63.6718     229.763
   7 21  1       63.5075     229.426
   7 21  2       63.3438     229.088
   7 21  3       63.1807     228.749
   7 21  4       63.0183     228.408
   7 21  5       62.8564     228.066
   7 21  6       62.6953     227.723
   7 21  7       62.5349     227.378
   7 21  8       62.3752     227.032
   7 21  9       62.2162     226.685
   7 21 10       62.0580     226.336
   7 21 11       61.9006     225.987
   7 21 12       61.7440     225.636
   7 21 13       61.5882     225.284
   7 21 14       61.4332     224.930
   7 21 15       61.2792     224.576
   7 21 16       61.1260     224.221
   7 21 17       60.9738     223.864
   7 21 18       60.8224     223.506
   7 21 19       60.6721     223.147
   7 21 20       60.5227     222.788
   7 21 21       60.3743     222.427
   7 21 22       60.2269     222.065
   7 21 23       60.0805     221.702
   7 21 24       59.9352     221.338
   7 21 25       59.7909     220.974
   7 21 26       59.6477     220.608
   7 21 27       59.5057     220.242
   7 21 28       59.3647     219.875
   7 21 29       59.2249     219.507
   7 21 30       59.0862     219.138
   7 21 31       58.9487     218.769
   7 22  0       63.9742     229.578
   7 22  1       63.8105     229.242
   7 22  2       63.6475     228.904
   7 22  3       63.4850     228.566
   7 22  4       63.3232     228.225
   7 22  5       63.1620     227.884
   7 22  6       63.0014     227.541
   7 22  7       62.8416     227.197
   7 22  8       62.6825     226.852
   7 22  9       62.5241     226.505
   7 22 10       62.3665     226.158
   7 22 11       62.2096     225.809
   7 22 12       62.0536     225.459
   7 22 13       61.8983     225.107
   7 22 14       61.7439     224.755
   7 22 15       61.5904     224.401
   7 22 16       61.4378     224.047
   7 22 17       61.2860     223.691
   7 22 18       61.1352     223.334
   7 22 19       60.9853     222.976
   7 22 20       60.8363     222.617
   7 22 21       60.6884     222.257
   7 22 22       60.5414     221.897
   7 22 23       60.3955     221.535
   7 22 24       60.2506     221.172
   7 22 25       60.1067     220.808
   7 22 26       59.9640     220.444
   7 22 27       59.8223     220.079
   7 22 28       59.6817     219.713
   7 22 29       59.5422     219.346
   7 22 30       59.4039     218.978
   7 22 31       59.2668     218.610
   7 23  0       64.2766     229.394
   7 23  1       64.1136     229.058
   7 23  2       63.9512     228.721
   7 23  3       63.7894     228.383
   7 23  4       63.6282     228.044
   7 23  5       63.4676     227.703
   7 23  6       63.3077     227.361
   7 23  7       63.1485     227.017
   7 23  8       62.9899     226.673
   7 23  9       62.8321     226.327
   7 23 10       62.6751     225.980
   7 23 11       62.5188     225.632
   7 23 12       62.3633     225.283
   7 23 13       62.2086     224.932
   7 23 14       62.0547     224.580
   7 23 15       61.9017     224.228
   7 23 16       61.7496     223.874
   7 23 17       61.5983     223.519
   7 23 18       61.4480     223.163
   7 23 19       61.2986     222.806
   7 23 20       61.1501     222.448
   7 23 21       61.0026     222.089
   7 23 22       60.8561     221.729
   7 23 23       60.7106     221.368
   7 23 24       60.5661     221.007
   7 23 25       60.4227     220.644
   7 23 26       60.2803     220.281
   7 23 27       60.1390     219.917
   7 23 28       59.9988     219.552
   7 23 29       59.8597     219.186
   7 23 30       59.7217     218.819
   7 23 31       59.5849     218.452
   7 24  0       64.5792     229.211
   7 24  1       64.4168     228.876
   7 24  2       64.2550     228.539
   7 24  3       64.0939     228.202
   7 24  4       63.9333     227.863
   7 24  5       63.7733     227.523
   7 24  6       63.6140     227.181
   7 24  7       63.4554     226.839
   7 24  8       63.2975     226.495
   7 24  9       63.1402     226.150
   7 24 10       62.9838     225.804
   7 24 11       62.8280     225.456
   7 24 12       62.6731     225.107
   7 24 13       62.5189     224.758
   7 24 14       62.3656     224.407
   7 24 15       62.2131     224.055
   7 24 16       62.0615     223.702
   7 24 17       61.9107     223.348
   7 24 18       61.7609     222.993
   7 24 19       61.6119     222.637
   7 24 20       61.4639     222.280
   7 24 21       61.3169     221.922
   7 24 22       61.1708     221.563
   7 24 23       61.0257     221.203
   7 24 24       60.8817     220.843
   7 24 25       60.7386     220.481
   7 24 26       60.5966     220.119
   7 24 27       60.4557     219.755
   7 24 28       60.3159     219.392
   7 24 29       60.1771     219.027
   7 24 30       60.0395     218.661
   7 24 31       59.9030     218.295
   7 25  0       64.8818     229.028
   7 25  1       64.7201     228.694
   7 25  2       64.5589     228.358
   7 25  3       64.3984     228.021
   7 25  4       64.2384     227.683
   7 25  5       64.0791     227.344
   7 25  6       63.9204     227.003
   7 25  7       63.7624     226.661
   7 25  8       63.6050     226.318
   7 25  9       63.4484     225.974
   7 25 10       63.2925     225.628
   7 25 11       63.1373     225.281
   7 25 12       62.9829     224.934
   7 25 13       62.8293     224.585
   7 25 14       62.6765     224.235
   7 25 15       62.5245     223.884
   7 25 16       62.3734     223.531
   7 25 17       62.2231     223.178
   7 25 18       62.0738     222.824
   7 25 19       61.9253     222.469
   7 25 20       61.7778     222.113
   7 25 21       61.6312     221.756
   7 25 22       61.4855     221.398
   7 25 23       61.3409     221.039
   7 25 24       61.1972     220.679
   7 25 25       61.0546     220.319
   7 25 26       60.9130     219.958
   7 25 27       60.7725     219.595
   7 25 28       60.6330     219.233
   7 25 29       60.4946     218.869
   7 25 30       60.3573     218.505
   7 25 31       60.2211     218.140
   7 26  0       65.1844     228.847
   7 26  1       65.0233     228.514
   7 26  2       64.8629     228.178
   7 26  3       64.7029     227.842
   7 26  4       64.5436     227.505
   7 26  5       64.3849     227.166
   7 26  6       64.2268     226.826
   7 26  7       64.0694     226.484
   7 26  8       63.9126     226.142
   7 26  9       63.7566     225.798
   7 26 10       63.6012     225.454
   7 26 11       63.4466     225.108
   7 26 12       63.2928     224.761
   7 26 13       63.1397     224.413
   7 26 14       62.9874     224.063
   7 26 15       62.8360     223.713
   7 26 16       62.6853     223.362
   7 26 17       62.5356     223.010
   7 26 18       62.3867     222.656
   7 26 19       62.2387     222.302
   7 26 20       62.0916     221.947
   7 26 21       61.9455     221.591
   7 26 22       61.8003     221.234
   7 26 23       61.6561     220.876
   7 26 24       61.5128     220.517
   7 26 25       61.3706     220.158
   7 26 26       61.2294     219.798
   7 26 27       61.0892     219.437
   7 26 28       60.9501     219.075
   7 26 29       60.8121     218.712
   7 26 30       60.6751     218.349
   7 26 31       60.5393     217.985
   7 27  0       65.4870     228.667
   7 27  1       65.3266     228.334
   7 27  2       65.1668     228.000
   7 27  3       65.0075     227.664
   7 27  4       64.8488     227.327
   7 27  5       64.6907     226.989
   7 27  6       64.5332     226.649
   7 27  7       64.3764     226.309
   7 27  8       64.2202     225.967
   7 27  9       64.0647     225.624
   7 27 10       63.9100     225.280
   7 27 11       63.7559     224.935
   7 27 12       63.6026     224.589
   7 27 13       63.4501     224.241
   7 27 14       63.2983     223.893
   7 27 15       63.1474     223.544
   7 27 16       62.9973     223.193
   7 27 17       62.8480     222.842
   7 27 18       62.6996     222.490
   7 27 19       62.5521     222.136
   7 27 20       62.4055     221.782
   7 27 21       62.2598     221.427
   7 27 22       62.1150     221.071
   7 27 23       61.9712     220.714
   7 27 24       61.8284     220.356
   7 27 25       61.6866     219.998
   7 27 26       61.5457     219.639
   7 27 27       61.4059     219.279
   7 27 28       61.2672     218.918
   7 27 29       61.1295     218.557
   7 27 30       60.9929     218.195
   7 27 31       60.8573     217.832
   7 28  0       65.7896     228.488
   7 28  1       65.6299     228.156
   7 28  2       65.4707     227.822
   7 28  3       65.3120     227.487
   7 28  4       65.1540     227.150
   7 28  5       64.9965     226.813
   7 28  6       64.8396     226.474
   7 28  7       64.6834     226.134
   7 28  8       64.5278     225.793
   7 28  9       64.3729     225.451
   7 28 10       64.2187     225.108
   7 28 11       64.0652     224.763
   7 28 12       63.9124     224.418
   7 28 13       63.7604     224.072
   7 28 14       63.6092     223.724
   7 28 15       63.4588     223.375
   7 28 16       63.3091     223.026
   7 28 17       63.1604     222.675
   7 28 18       63.0124     222.324
   7 28 19       62.8654     221.972
   7 28 20       62.7192     221.618
   7 28 21       62.5740     221.264
   7 28 22       62.4297     220.909
   7 28 23       62.2863     220.553
   7 28 24       62.1439     220.197
   7 28 25       62.0024     219.839
   7 28 26       61.8620     219.481
   7 28 27       61.7226     219.122
   7 28 28       61.5842     218.762
   7 28 29       61.4468     218.402
   7 28 30       61.3106     218.041
   7 28 31       61.1753     217.680
   7 29  0       66.0922     228.310
   7 29  1       65.9331     227.978
   7 29  2       65.7746     227.645
   7 29  3       65.6165     227.310
   7 29  4       65.4591     226.975
   7 29  5       65.3022     226.638
   7 29  6       65.1459     226.300
   7 29  7       64.9903     225.961
   7 29  8       64.8353     225.620
   7 29  9       64.6810     225.279
   7 29 10       64.5273     224.936
   7 29 11       64.3744     224.593
   7 29 12       64.2222     224.248
   7 29 13       64.0707     223.903
   7 29 14       63.9200     223.556
   7 29 15       63.7701     223.208
   7 29 16       63.6210     222.860
   7 29 17       63.4727     222.510
   7 29 18       63.3252     222.159
   7 29 19       63.1786     221.808
   7 29 20       63.0329     221.456
   7 29 21       62.8881     221.102
   7 29 22       62.7442     220.748
   7 29 23       62.6013     220.393
   7 29 24       62.4593     220.038
   7 29 25       62.3182     219.681
   7 29 26       62.1782     219.324
   7 29 27       62.0391     218.966
   7 29 28       61.9011     218.608
   7 29 29       61.7641     218.249
   7 29 30       61.6281     217.889
   7 29 31       61.4933     217.528
   7 30  0       66.3947     228.133
   7 30  1       66.2363     227.802
   7 30  2       66.0783     227.469
   7 30  3       65.9210     227.135
   7 30  4       65.7641     226.800
   7 30  5       65.6078     226.464
